Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,6.0179676767669585,6.050258746663897,5.978337103604266,6.039984226226807,104121369,0.0,0.0
1996-01-02 00:00:00+05:30,6.0253051424009385,6.0546607950417695,5.948979426159604,5.99301290512085,168743308,0.0,0.0
1996-01-03 00:00:00+05:30,6.091356149498511,6.368770130718105,6.025306116413106,6.038516044616699,209323879,0.0,0.0
1996-01-04 00:00:00+05:30,5.981271463382022,6.000352600255117,5.902010330963626,5.982738971710205,216900264,0.0,0.0
1996-01-05 00:00:00+05:30,5.959254960549127,5.959254960549127,5.890268733798743,5.941641330718994,166708467,0.0,0.0
1996-01-08 00:00:00+05:30,5.929898293340859,5.934301209964498,5.645145247667111,5.703856945037842,186974245,0.0,0.0
1996-01-09 00:00:00+05:30,5.535061556627821,5.636338843601182,5.350119043134692,5.539464473724365,388766555,0.0,0.0
1996-01-10 00:00:00+05:30,5.430847800666658,5.561481138301611,5.372136095736164,5.397088050842285,276606655,0.0,0.0
1996-01-11 00:00:00+05:30,5.342780346854499,5.59230618498766,5.3354412363013335,5.565885543823242,409645726,0.0,0.0
1996-01-12 00:00:00+05:30,5.606983319177029,5.649549687605832,5.4704783794911975,5.507173538208008,374687924,0.0,0.0
1996-01-15 00:00:00+05:30,5.491027312496716,5.518915460078784,5.419105681017477,5.449929237365723,199981539,0.0,0.0
1996-01-16 00:00:00+05:30,5.430849023018705,5.48956074116378,5.413235389954929,5.460205078125,217247573,0.0,0.0
1996-01-17 00:00:00+05:30,5.430847832361858,5.438186942546286,5.197468519652222,5.242969512939453,299629901,0.0,0.0
1996-01-18 00:00:00+05:30,5.10940088438721,5.1930645468553935,5.043349675328007,5.097657680511475,377502810,0.0,0.0
1996-01-19 00:00:00+05:30,5.0272034957014915,5.090318898135839,4.9743630036702156,5.008121967315674,324535340,0.0,0.0
1996-01-22 00:00:00+05:30,5.024268813346237,5.159305863650557,5.019864719583427,5.093255043029785,338613971,0.0,0.0
1996-01-23 00:00:00+05:30,5.11086790917498,5.132884846088825,4.608881669125832,4.877488613128662,354919302,0.0,0.0
1996-01-24 00:00:00+05:30,4.8349222149222895,4.864278263678772,4.638237668422432,4.7101593017578125,351185727,0.0,0.0
1996-01-25 00:00:00+05:30,4.699884771887278,4.7204338099357805,4.484119088243131,4.512007236480713,360855771,0.0,0.0
1996-01-26 00:00:00+05:30,4.512007236480713,4.512007236480713,4.512007236480713,4.512007236480713,0,0.0,0.0
1996-01-29 00:00:00+05:30,4.491457835830226,4.909780490721848,4.463570469110213,4.867213726043701,652902286,0.0,0.0
1996-01-30 00:00:00+05:30,5.019864321272236,5.548271628445793,4.946475179851462,5.304617404937744,1061936020,0.0,0.0
1996-01-31 00:00:00+05:30,5.254712874526161,5.452865341641022,5.056560015343831,5.188662052154541,731560842,0.0,0.0
1996-02-01 00:00:00+05:30,5.137288099811907,5.430847800666658,5.122610663663566,5.397088050842285,640422958,0.0,0.0
1996-02-02 00:00:00+05:30,5.54093192596147,6.0473222763748815,5.54093192596147,5.982738971710205,818725675,0.0,0.0
1996-02-05 00:00:00+05:30,6.311525576240404,6.6109560875738484,6.1221801461311705,6.480322360992432,1222482548,0.0,0.0
1996-02-06 00:00:00+05:30,6.635908850456533,6.7518651416638,5.800732326086302,5.93723726272583,1242315590,0.0,0.0
1996-02-07 00:00:00+05:30,5.60845107868761,6.106034457773023,5.549739371006139,6.047322750091553,895441820,0.0,0.0
1996-02-08 00:00:00+05:30,6.108969571877519,6.682878652936816,6.04732245821772,6.5757293701171875,821653997,0.0,0.0
1996-02-09 00:00:00+05:30,6.810577069052554,7.104136006370645,6.578665249806742,6.957356929779053,994440377,0.0,0.0
1996-02-12 00:00:00+05:30,6.781220817423934,6.898644225253443,6.428949025665733,6.521420478820801,971599188,0.0,0.0
1996-02-13 00:00:00+05:30,6.458306413236502,7.167252668849262,6.402530498585545,6.913323879241943,1019034918,0.0,0.0
1996-02-14 00:00:00+05:30,7.0894586434024465,7.190735940704913,6.864886324529904,6.917726039886475,622459505,0.0,0.0
1996-02-15 00:00:00+05:30,6.751865683570119,6.972035080358728,6.693153583048191,6.807641983032227,699136437,0.0,0.0
1996-02-16 00:00:00+05:30,6.6931532103742555,6.759204025733137,6.635909013569587,6.687281608581543,495646793,0.0,0.0
1996-02-19 00:00:00+05:30,6.8105761352146335,6.904515484122189,6.715169670098346,6.754799842834473,518231701,0.0,0.0
1996-02-20 00:00:00+05:30,6.751865853779799,6.779753612146434,6.31152626496704,6.398126125335693,639131752,0.0,0.0
1996-02-21 00:00:00+05:30,6.398126125335693,6.398126125335693,6.398126125335693,6.398126125335693,0,0.0,0.0
1996-02-22 00:00:00+05:30,6.546374231445759,6.781221461477038,6.48913003044317,6.735719680786133,613558303,0.0,0.0
1996-02-23 00:00:00+05:30,6.72250869011377,6.737186125939786,6.552244004626348,6.663797378540039,546094871,0.0,0.0
1996-02-26 00:00:00+05:30,6.737186696489644,6.876627837589437,6.63590940100093,6.678475379943848,544960514,0.0,0.0
1996-02-27 00:00:00+05:30,6.716637578189424,6.7518656223178946,6.489129857017537,6.602149963378906,542491536,0.0,0.0
1996-02-28 00:00:00+05:30,6.729849119256022,6.804705777377483,6.61976363058668,6.63444185256958,427826248,0.0,0.0
1996-02-29 00:00:00+05:30,6.575729001418647,6.599213446800529,6.1794241337652736,6.219054698944092,697898447,0.0,0.0
1996-03-01 00:00:00+05:30,6.267491754887615,6.346752491568666,6.122179816204597,6.254281044006348,723172202,0.0,0.0
1996-03-04 00:00:00+05:30,6.282169846059614,6.311525895341427,6.11777675421633,6.189699172973633,673407539,0.0,0.0
