longName,sector,industry,website,longBusinessSummary,marketCap,trailingPE,forwardPE,dividendYield,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,regularMarketPrice,epsTrailingTwelveMonths,bookValue,priceToBook,exchange,symbol,country,city,address1,phone,fullTimeEmployees
Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,https://www.ril.com,"Reliance Industries Limited engages in hydrocarbon exploration and production, oil and chemicals, textile, retail, digital, material and composites, renewables, and financial services businesses worldwide. It operates through Oil to Chemicals, Oil and Gas, Retail, Digital Services, and Others segments. The company produces and markets petroleum products, such as liquefied petroleum gas, propylene, naphtha, gasoline, jet/aviation turbine fuel, kerosene oil, diesel, sulphur, and petroleum coke. It also provides petrochemicals, including high-density and low-density polyethylene (PE), linear low-density PE, polyester fibers and yarns, polypropylene, polyvinyl chloride, purified terephthalic acid, ethylene glycols and oxide, paraxylene, ortho xylene, benzene, linear alkyl benzene and paraffin, poly butadiene rubber, styrene butadiene rubber, butyl rubber, and polyethylene terephthalate. In addition, the company manufactures and markets yarns, fabrics, apparel, and auto furnishings; explores, develops, and produces crude oil and natural gas; and operates various stores comprising neighborhood, supermarket, hypermarket, wholesale cash and carry, specialty, online stores, as well as stores that offer apparel, beauty and cosmetics, accessories, footwear, consumer electronics, connectivity products, and others. Further, the company provides range of digital television, gaming, broadband, and telecommunication services under the Jio brand name; and non-banking financial and insurance broking services. Additionally, it operates news and entertainment platforms, and Network18 and television channels; publishes magazines; and offers highway hospitality and fleet management services. The company was founded in 1957 and is based in Mumbai, India.",19466500964352,28.128666,20.020878,0.35,0.332,1608.8,1114.85,1438.5,51.14,623.048,2.308811,NSI,RELIANCE.NS,India,Mumbai,Maker Chambers IV,91 22 3555 5000,
