,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
0,2024-08-19,"[datetime.date(2025, 7, 17), datetime.date(2025, 7, 21)]",15.67,12.31,13.99,2434779000000,2434779000000,2434779000000
