Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,5.921224687999342,5.952996656634839,5.882231203684624,5.942887306213379,104121369,0.0,0.0
1996-01-02 00:00:00+05:30,5.9284463311952225,5.957330081824494,5.853347576570742,5.896673202514648,168743308,0.0,0.0
1996-01-03 00:00:00+05:30,5.993434594263,6.266389008874043,5.928446348044813,5.941443920135498,209323879,0.0,0.0
1996-01-04 00:00:00+05:30,5.885119860445431,5.903894259544219,5.807132886034953,5.886563777923584,216900264,0.0,0.0
1996-01-05 00:00:00+05:30,5.863456560309362,5.863456560309362,5.795579326244308,5.846126079559326,166708467,0.0,0.0
1996-01-08 00:00:00+05:30,5.834573105673495,5.838905243873513,5.554397564735062,5.612165451049805,186974245,0.0,0.0
1996-01-09 00:00:00+05:30,5.446082043255045,5.545731235650161,5.264112594231787,5.450414180755615,388766555,0.0,0.0
1996-01-10 00:00:00+05:30,5.343544097355508,5.4720774361376066,5.285776213621313,5.310327053070068,276606655,0.0,0.0
1996-01-11 00:00:00+05:30,5.2568917501086405,5.502406301477652,5.2496706204316945,5.476410388946533,409645726,0.0,0.0
1996-01-12 00:00:00+05:30,5.516848287079631,5.558730380067221,5.382537731863957,5.418642997741699,374687924,0.0,0.0
1996-01-15 00:00:00+05:30,5.4027568767710585,5.430196711351105,5.331991413962539,5.362319469451904,199981539,0.0,0.0
1996-01-16 00:00:00+05:30,5.343544281461174,5.401312167185695,5.326213800014392,5.3724284172058105,217247573,0.0,0.0
1996-01-17 00:00:00+05:30,5.343543254852697,5.350764383842711,5.1139156735346285,5.158685207366943,299629901,0.0,0.0
1996-01-18 00:00:00+05:30,5.02726430207736,5.109583022652325,4.962274904508842,5.01570987701416,377502810,0.0,0.0
1996-01-19 00:00:00+05:30,4.946388996491257,5.008489791173095,4.8943979385251,4.927614212036133,324535340,0.0,0.0
1996-01-22 00:00:00+05:30,4.943500578147917,5.076366824173117,4.939167282921986,5.011377811431885,338613971,0.0,0.0
1996-01-23 00:00:00+05:30,5.02870797074824,5.050370973611483,4.534791428313361,4.7990803718566895,354919302,0.0,0.0
1996-01-24 00:00:00+05:30,4.757197690103667,4.786081821249333,4.563674975839432,4.6344404220581055,351185727,0.0,0.0
1996-01-25 00:00:00+05:30,4.624331401001026,4.644550101356503,4.412034275739077,4.439474105834961,360855771,0.0,0.0
1996-01-26 00:00:00+05:30,4.439474105834961,4.439474105834961,4.439474105834961,4.439474105834961,0,0.0,0.0
1996-01-29 00:00:00+05:30,4.419254631901156,4.830852468913305,4.391815573347428,4.788969993591309,652902286,0.0,0.0
1996-01-30 00:00:00+05:30,4.939167190256393,5.459080053961426,4.866957820395435,5.2193427085876465,1061936020,0.0,0.0
1996-01-31 00:00:00+05:30,5.170240329501311,5.365207381237667,4.9752728920001985,5.105251312255859,731560842,0.0,0.0
